Name,Wifi,Jacuzzi,Bar,Pool Inside,Break Fast,Spa,Gym,Air Conditioner,Synagogue,Parking,Beach,Room Service,Refrigerator,Sea View,Pet Friendly,Kids Room,Entertainment Staff,Events Hall,Taxi Service,Location,Rating
מלון לאונרדו נגב באר-שבע,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,4
מלון לאונרדו סיטי טאואר,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,4
מלון לאונרדו טבריה,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,4
מלון לאונרדו בוטיק רחובות,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,4.5
מלון לאונרדו בוטיק תל אביב,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,4.5
מלון לאונרדו פלאזה חיפה,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,4.5
מלון לאונרדו פלאזה נתניה,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,4
מלון לאונרדו קלאב אילת,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,4.5
מלון לאונרדו ירושלים,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,4.5
מלון ליר סנס גדרה,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,4.5
מלון ליידי שטרן ירושלים,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,4
מלון לייק האוס,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,3.5
מלון מצפה הימים,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,4.5
מלון מצודת דוד,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,4.5
מלון מרגוזה,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,4.5
מלון מרגוע נתניה,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4
מלון מרכז העלייה,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.5
מלון מרקט,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,4
מלון מרקש אילת,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,2
מלון מרום,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.5
מלון מטרופוליטן,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,4.5
מלון מטיילים גשר הזיו,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4
מלון מטיילים ארץ דפנה,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4.5
מלון מטיילים איילון,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4
מלון מטיילים מטולה,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4.5
מלון מטיילים מלכיה,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,4.5
מלון מגדל ירושלים,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3
מלון מגדלה,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,4.5
מלון מדיסון נהריה,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,3
מלון מקסים תל אביב,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,4.5
מלון מונטיפיורי,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4
מלון מול הים,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
מלון מאריס חיפה,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4
מלון מלודי תל אביב - אטלס מלונות בוטיק,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,4.5
מלון מליו אילת,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,3.5
מלון ממילא ירושלים,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,4.5
מלון מיאמי ביץ תל אביב,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,3.5
מלון יד השומרה,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,4.5
מלון יהודה,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,4.5
מלון יערים,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,4
מלון ישרוטל ריביירה קלאב אילת,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,4
מלון ים תל-אביב - אטלס מלונות בוטיק,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,5
"מלון ימק""א שלוש הקשתות",1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,4.5
"מלון 65, רוטשילד תל אביב - אטלס מלונות בוטיק",1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5
מלון AZIMUT מדיטרה נתניה,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,4
מלון Ben Yehuda Apartments,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4.5
מלון Enjoy ים המלח (לשעבר דניאל),1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,4.5
מלון PLAY אילת,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4
מלון Sea Executive Suites תל אביב,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,4.5
מלון VERT אילת,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,4
מלון VERT לגון נתניה,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,4
מלון VERT ירושלים,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,3.5
מלון VERT ים המלח,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,4
מינה טבע,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5
מיצר מונטה לינה וארוחת בוקר,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,5
מידברא,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,4.5
מיקי'ס אירוח,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,5
מילוס ים המלח,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,4.5
ירוק בהר בשורש,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,3.5
ירוק יער,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
יער הפיות אירוח אקולוגי,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
יערות המונפורט - הרוח הגלילית,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ישרוטל - ים המלח,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,4.5
ישרוטל רויאל גארדן,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,4.5
ישרוטל טאואר תל אביב,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,4
ישרוטל גנים - ים המלח,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,4.5
ישרוטל המלך שלמה - אילת,1,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,4.5
ישרוטל פונדק רמון,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,3.5
ישרוטל אגמים,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,4.5
ישרוטל לגונה הכל כלול,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,5
ישרוטל מלון ים סוף אילת,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,4.5
יו ספלאש ריזורט אילת,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,4.5
יו בוטיק כנרת,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,4.5
יו קורל ביץ' קלאב,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,4.5
יו מג'יק פאלאס,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,4.5
ימה צימר וספא יין,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,5
1000 Nights Market - Near the beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5
1000Nights Guest House,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
130 Rock Apartments,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.5
180 Boutique Hostel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5
1885 סוויטות אירוח,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,5
1885 Suits,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
27 Albergo Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
27 Montefiore Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5 Room's Tiberias,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
7Kook Boutique Hotel,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4
7th Floor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
A Lovely Apartment a Few Meters From The Sea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
A Luxury 2 Apartments Geola Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
A Moment Of Pleasure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Place In The Desert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Place To Dream,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,5
A Spot In The Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
A Window to Kinneret,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,3
A23 Boutique Hotel,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,4.5
Above the Clouds B&B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Abrahams Tent Jewish Hostel,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Acco Beach Hotel,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2.5
Accommodation In Antiquity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Achvana,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.5
Achziv Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Acre Acre two Wells Zimmer 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ada's B&B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Adler Elegant,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,3.5
Adom Lavan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Adva Boutique Hotel And Spa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Agama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Agamim Hotel Ashkelon,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4.5
Agradble Habitacion En Karmiel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Agripas Resort Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ahla Plus - Hostel,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,4
Ahuza Bamarom,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,3
Ahuzat Hamoshava,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5
Ahuzat Haosher,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1.5
Ahuzat Hof Kinneret Chalet,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5
Ahuzat Hof Kinneret Suite,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
Ahuzat Kaplan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ahuzat Kinorot,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
Ahuzat Nofi David,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ahuzat Shaul Seaside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ahuzat-orly,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4.5
Airport Guest House,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
AirTLV - Ben Asher Apartments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
AirTLV - Deluxe Jaffa Apartments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Aju Ben Yehuda 23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Aju JLM Hillel 14,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2
Akhziv Nature Field School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Akko Gate Hostel,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3
Akkogate Guest Hostel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Al Arab Hostel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Al Bishara Guest House,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4.5
Al Yakhour Hostel,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4.5
Aladdin Hotel Beersheba,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,3
Alaska Inn,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,3.5
Alatabeh Guesthouse Coffee Bar & Culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Albi Hotel,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5
Alcazar Hotel,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3.5
Aleen Guest House,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,4.5
Alexandra House,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5
Alice Zimmer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Alice's Woodenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aliyah Return Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
All Seasons Boutique Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Allenby 106,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4.5
Alma Suite Apartments at the Neot Golf Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Almog Apartments,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2.5
Almog Eilat Backpacker's Inn,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Almog Tower,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Almogim Suites,1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,3.5
Alon Bagalil,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5
Alon Hotel,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3.5
Aloni Guest Rooms,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4.5
Aluma Bakfar Inn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alumim - rural accommodation in Kibbutz Alumim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Alumot Josef,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5
Ambassador Boutique Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5
Ambassador Hotel,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,4
Amdar Hotel & Hostel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5
Amdar Luxury Apart Residence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
American Colony,1,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,4.5
Ami Hotel,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Amiad Kibbutz Country Lodging by KHC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Amigos Hostel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5
Amira And George's Guest House,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Amirim Atmosphere,1,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,5
Amirim View,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Amir's Apartments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Among Olives and Carobs,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5
Among the Cherry Trees,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.5
Amore,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
Amores,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Andrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Angel House,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Anna Colonial Residence,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5
Antique Accommodation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aon Design Resort,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2
Apalmach35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
ApartHotel Okeanos on the Beach,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,4
Apartique Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5
Apartment House - Beit Oren,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Apartment With Sea View,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Apartments Hertzlia Pituach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5
Apartments On Smelyanski 37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Appartments by the See,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aqaba Adventure Divers Resort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arava Hostel Eilat,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4
Arava Paradise,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Arazim Apartment Hotel,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2.5
Arba Onot,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
Arbel Holiday Homes,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4
Arbel Hotel Tiberias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Arena Hotel By The Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5
Argaman Suites in Old Tzfat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Ari the Princess of the Sea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Arie's Awesome Eilat Guest House,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Arizal Suites in Tzfat,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Arlozorov Hotel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5
Armenian Guest House,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Armon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Armon Yam Hotel,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,3.5
Aromantica Cabins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Artist Quarter Guesthouse B&B,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,5
Artists' Colony Inn,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
Ascent of Safed Hostel,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4
Ascent Tzfat,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3.5
Asfour Boutique Hotel,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4
Ashdod Suites Private Bedrooms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ashel Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Asher's Apartments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Aspamia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
At Our Yard - Vacation Apartments In Upper Galilee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Atelier Luxury Rooms,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,4
Ateret Suites,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2.5
Atnahta Be'Afik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Atzulat Hanof,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
Auberge Shulamit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Avenida 13 Hostel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5
Avia Hotel,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2.5
Avigail Guest House,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5
Avi's Place,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Avital Hotel,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,4
Aviv - Bakfar in Amirim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Aviv Bagan,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4.5
Aviv Holiday Flat,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,4
Aviv Hostel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5
Aviv Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5
Aviv Spring Hostel,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3.5
Ayelet Ahavim Hotel,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4.5
Ayelet Hashahar Galili Accommodation - Ayelet Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Azulat Even Hen,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,3
B12 Inn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5
Ba Choresh HaTivi,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
Bab al-sham Funduk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Back to Nature via the Bible,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
Backpackers Nest Hostel,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,5
Backstage Hotel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Backstage Hotel - An Atlas Boutique Hotel,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,5
Bagoren,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4
Bait Alfa Kibbutz Country Lodging,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
Bait Hadasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bait VeGam Sipur,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,5
Bait V'Kait,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2.5
Bakfar Kfar Szold Country Lodging,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,4.5
Bamboo Resort,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Banker's Boutique,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5
Barkai Studios,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4.5
Bar-Kayma Hostel,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5
Bar-On Holiday Homes - Nature & Culture,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Baronita,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,5
Bar's Home Stay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Barud Bed and Breakfast,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5
